program,Age,Gender,Civil State,District,Work Experience,OL-A,OL-B,OL-C,OL-S,AL stream,AL-A,AL-B,AL-C,AL-S
Bachelor of Technology - Mechanical Engineering,26,Male,Married,Kurunegala,No experience,9,0,0,0,Arts,2,0,0,1
Bachelor of Industrial Studies Honours – Apparel Production and Management,20,Male,Married,Trincomalee,No experience,2,5,2,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,26,Female,Single,Jaffna,1-2 years,7,1,0,1,Arts,1,1,0,1
Bachelor of Technology - Electrical Engineering,23,Female,Single,Mannar,2-3 years,7,0,2,0,Biology,1,2,0,0
Bachelor of Technology - Mechanical Engineering,22,Female,Single,Kandy,0-1 years,6,2,1,0,Mathematics,1,2,0,0
Bachelor of Technology - Mechatronics Engineering,24,Male,Married,Gampaha,2-3 years,4,5,0,0,Biology,2,1,0,0
Bachelor of Technology - Mechatronics Engineering,20,Female,Married,Kalutara,0-1 years,9,0,0,0,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours - Agriculture,19,Female,Married,Kurunegala,No experience,9,0,0,0,Arts,0,0,3,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,25,Male,Single,Gampaha,1-2 years,4,5,0,0,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,19,Female,Married,MullaitivuColombo,0-1 years,5,2,2,0,Mathematics,0,1,0,2
Bachelor of Industrial Studies Honours - Agriculture,21,Male,Married,Kurunegala,1-2 years,9,0,0,0,Biology,1,1,0,1
Bachelor of Industrial Studies Honours - Agriculture,24,Male,Married,Matale,0-1 years,5,4,0,0,Mathematics,2,0,1,0
Bachelor of Technology - Mechanical Engineering,19,Female,Single,Gampaha,2-3 years,3,6,0,0,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Male,Single,Colombo,No experience,6,2,0,1,Mathematics,2,0,0,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,20,Male,Married,Batticaloa,0-1 years,0,3,3,3,Mathematics,2,0,0,1
Bachelor of Technology - Civil Engineering,23,Male,Single,Gampaha,1-2 years,9,0,0,0,Mathematics,1,1,1,0
Bachelor of Software Engineering Honours,19,Female,Married,Kandy,No experience,0,6,3,0,Mathematics,0,0,3,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,25,Male,Single,Kandy,2-3 years,7,1,1,0,Mathematics,1,1,1,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,21,Male,Single,Kandy,1-2 years,4,4,1,0,Mathematics,1,0,0,2
Bachelor of Technology - Electrical Engineering,26,Female,Married,Gampaha,0-1 years,5,2,0,2,Mathematics,1,2,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Female,Single,Kandy,1-2 years,4,1,3,1,Mathematics,2,0,1,0
Bachelor of Technology - Civil Engineering,23,Male,Single,Puttalam,0-1 years,9,0,0,0,Mathematics,1,1,1,0
Bachelor of Industrial Studies Honours - Agriculture,20,Male,Single,Kandy,No experience,6,0,2,1,Mathematics,0,3,0,0
Bachelor of Technology - Electronic and Communication Engineering,19,Male,Single,Kandy,2-3 years,6,3,0,0,Mathematics,1,2,0,0
Bachelor of Technology - Mechanical Engineering,24,Female,Married,Gampaha,More than 3 years,8,1,0,0,Mathematics,1,0,0,2
Bachelor of Technology Honours in Engineering – Textile & Clothing,25,Female,Single,Ampara,No experience,3,6,0,0,Mathematics,1,0,2,0
Bachelor of Software Engineering Honours,26,Female,Married,Gampaha,0-1 years,1,4,3,1,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,26,Male,Single,Mullaitivu,1-2 years,2,3,4,0,Biology,1,0,1,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,21,Male,Single,Kandy,1-2 years,8,0,1,0,CommerceMathematics,0,2,0,1
Bachelor of Technology - Electrical Engineering,20,Male,Married,Matale,More than 3 years,5,2,2,0,Biology,0,2,1,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,26,Male,Single,Kandy,More than 3 years,8,0,0,1,CommerceArts,2,0,1,0
Bachelor of Technology - Civil Engineering,22,Male,Married,Colombo,0-1 years,8,1,0,0,Mathematics,2,1,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Male,Single,Kurunegala,2-3 years,2,0,0,7,Mathematics,1,2,0,0
Bachelor of Technology - Civil Engineering,21,Male,Single,Anuradhapura,0-1 years,0,4,0,5,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,22,Male,Single,Kandy,2-3 years,5,4,0,0,Mathematics,0,1,2,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Male,Single,Puttalam,0-1 years,0,4,5,0,Mathematics,1,0,0,2
Bachelor of Software Engineering Honours,26,Female,Married,Kilinochchi,0-1 years,1,3,2,3,Mathematics,1,0,0,2
Bachelor of Technology - Civil Engineering,20,Female,Married,Jaffna,No experience,6,2,1,0,Arts,0,0,2,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,22,Female,Married,Monaragala,1-2 years,6,0,1,2,Mathematics,0,0,1,2
Bachelor of Technology Honours in Engineering – Textile & Clothing,20,Female,Single,Hambantota,1-2 years,6,0,1,2,Mathematics,1,0,0,2
Bachelor of Technology - Mechanical Engineering,22,Female,Single,Kurunegala,2-3 years,6,1,0,2,Mathematics,0,1,0,2
Bachelor of Technology - Electrical Engineering,26,Male,Single,Colombo,2-3 years,8,1,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,22,Female,Single,Kandy,More than 3 years,8,1,0,0,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,23,Female,Single,Kandy,2-3 years,6,1,2,0,Mathematics,1,2,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,25,Female,Single,Ratnapura,More than 3 years,6,1,1,1,Mathematics,1,0,1,1
Bachelor of Software Engineering Honours,25,Male,Single,Gampaha,0-1 years,4,1,3,1,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,24,Female,Single,Kurunegala,More than 3 years,8,0,1,0,CommerceArts,0,3,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,22,Female,Single,Anuradhapura,More than 3 years,9,0,0,0,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,22,Male,Married,Monaragala,0-1 years,5,0,2,2,Arts,1,0,0,2
Bachelor of Technology - Mechanical Engineering,22,Male,Single,Kandy,No experience,5,4,0,0,Mathematics,0,2,1,0
Bachelor of Technology - Mechatronics Engineering,26,Female,Married,Colombo,1-2 years,7,1,1,0,CommerceMathematics,2,0,1,0
Bachelor of Technology - Electronic and Communication Engineering,25,Female,Married,Kilinochchi,1-2 years,6,3,0,0,Mathematics,0,3,0,0
Bachelor of Technology - Mechanical Engineering,21,Male,Single,Trincomalee,1-2 years,5,0,4,0,Mathematics,0,2,1,0
Bachelor of Technology - Civil Engineering,20,Female,Single,Gampaha,2-3 years,9,0,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Mechanical Engineering,26,Male,Single,Kilinochchi,0-1 years,0,7,1,1,Mathematics,1,1,0,1
Bachelor of Technology - Mechanical Engineering,21,Female,Single,Gampaha,1-2 years,0,4,5,0,Mathematics,1,0,0,2
Bachelor of Technology - Electrical Engineering,20,Female,Married,Jaffna,1-2 years,3,5,0,1,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,20,Male,Single,Kandy,No experience,7,2,0,0,Mathematics,1,0,0,2
Bachelor of Industrial Studies Honours - Agriculture,24,Female,Single,MullaitivuColombo,More than 3 years,4,2,1,2,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,26,Female,Married,Kilinochchi,2-3 years,0,1,7,1,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,25,Female,Single,Kandy,2-3 years,7,1,0,1,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,22,Male,Married,Colombo,No experience,4,0,5,0,Mathematics,0,2,0,1
Bachelor of Technology - Computer Engineering,20,Male,Married,Kandy,More than 3 years,0,0,0,9,Mathematics,1,1,0,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,21,Male,Married,Gampaha,1-2 years,7,2,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,20,Male,Married,Gampaha,No experience,7,0,0,2,Arts,0,1,1,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,24,Female,Single,Gampaha,2-3 years,2,0,2,5,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,24,Female,Single,MullaitivuColombo,0-1 years,2,2,1,4,CommerceMathematics,3,0,0,0
Bachelor of Technology - Civil Engineering,21,Male,Married,Colombo,2-3 years,3,6,0,0,Mathematics,1,0,1,1
Bachelor of Technology - Electrical Engineering,20,Female,Single,Hambantota,2-3 years,1,0,8,0,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,26,Male,Single,Kurunegala,0-1 years,6,0,0,3,Biology,3,0,0,0
Bachelor of Technology - Electrical Engineering,20,Female,Single,Kurunegala,More than 3 years,8,0,0,1,Mathematics,3,0,0,0
Bachelor of Technology - Civil Engineering,23,Female,Married,Kurunegala,1-2 years,7,1,0,1,Mathematics,1,0,2,0
Bachelor of Software Engineering Honours,21,Male,Single,Puttalam,No experience,9,0,0,0,Mathematics,2,0,0,1
Bachelor of Software Engineering Honours,24,Female,Single,Kandy,0-1 years,9,0,0,0,Mathematics,0,3,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,26,Male,Single,Kilinochchi,No experience,8,0,1,0,Biology,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,19,Female,Married,Kandy,More than 3 years,4,0,5,0,Mathematics,2,0,0,1
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,20,Male,Married,Gampaha,2-3 years,0,8,1,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,24,Female,Single,Kandy,1-2 years,7,0,1,1,Mathematics,2,0,0,1
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,20,Female,Single,Badulla,1-2 years,1,1,5,2,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,20,Female,Single,Kurunegala,1-2 years,7,2,0,0,Mathematics,1,0,1,1
Bachelor of Industrial Studies Honours – Apparel Production and Management,19,Male,Single,Colombo,0-1 years,6,1,2,0,Biology,0,3,0,0
Bachelor of Software Engineering Honours,20,Male,Married,Kandy,0-1 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,19,Female,Single,Kandy,0-1 years,6,3,0,0,Mathematics,0,1,0,2
Bachelor of Technology - Computer Engineering,25,Male,Married,Trincomalee,More than 3 years,8,1,0,0,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,23,Male,Single,Colombo,No experience,6,2,1,0,Mathematics,0,2,0,1
Bachelor of Technology - Electronic and Communication Engineering,20,Male,Single,Kalutara,No experience,9,0,0,0,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,25,Female,Married,Kandy,2-3 years,4,3,0,2,Mathematics,0,0,1,2
Bachelor of Technology - Electrical Engineering,26,Female,Married,Ratnapura,More than 3 years,6,3,0,0,Arts,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,25,Male,Married,Jaffna,1-2 years,6,0,2,1,Mathematics,2,0,0,1
Bachelor of Technology - Electrical Engineering,22,Female,Married,Kurunegala,0-1 years,7,0,0,2,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,21,Female,Married,Kandy,No experience,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,19,Female,Married,Kurunegala,No experience,2,5,1,1,Biology,1,2,0,0
Bachelor of Technology - Computer Engineering,25,Male,Married,Ratnapura,0-1 years,1,5,2,1,Mathematics,2,1,0,0
Bachelor of Technology - Mechanical Engineering,25,Female,Single,Ratnapura,1-2 years,4,2,1,2,Mathematics,2,0,1,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,20,Female,Single,Gampaha,More than 3 years,3,6,0,0,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,23,Female,Married,Colombo,More than 3 years,8,0,0,1,Mathematics,0,2,1,0
Bachelor of Software Engineering Honours,26,Male,Married,Kurunegala,0-1 years,2,1,0,6,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,21,Male,Married,Gampaha,No experience,7,1,1,0,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,25,Female,Married,Hambantota,More than 3 years,2,2,0,5,Mathematics,0,0,2,1
Bachelor of Technology - Mechanical Engineering,25,Female,Married,Kandy,0-1 years,9,0,0,0,Mathematics,0,1,2,0
Bachelor of Technology - Mechatronics Engineering,20,Male,Single,Matale,2-3 years,5,3,1,0,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,24,Female,Single,Galle,2-3 years,1,3,0,5,Mathematics,2,1,0,0
Bachelor of Technology - Mechanical Engineering,24,Female,Married,Kandy,No experience,1,3,4,1,Biology,2,0,0,1
Bachelor of Technology - Mechanical Engineering,21,Male,Married,Kalutara,0-1 years,0,3,1,5,Mathematics,3,0,0,0
Bachelor of Technology - Mechanical Engineering,25,Male,Single,Colombo,1-2 years,3,5,1,0,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,24,Male,Married,Kandy,More than 3 years,0,2,1,6,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,26,Female,Single,Colombo,1-2 years,3,6,0,0,Mathematics,1,0,2,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,24,Male,Single,Kalutara,More than 3 years,9,0,0,0,Biology,2,0,1,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,24,Male,Single,Kurunegala,0-1 years,8,0,0,1,Biology,1,0,0,2
Bachelor of Technology - Mechatronics Engineering,25,Male,Single,Matale,No experience,3,0,1,5,Arts,2,1,0,0
Bachelor of Technology - Computer Engineering,20,Male,Married,Colombo,2-3 years,5,0,3,1,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,24,Female,Single,Kurunegala,No experience,2,4,2,1,Mathematics,0,0,1,2
Bachelor of Technology - Electronic and Communication Engineering,23,Female,Single,Nuwara Eliya,No experience,3,2,1,3,Mathematics,1,2,0,0
Bachelor of Technology - Computer Engineering,20,Male,Single,Monaragala,0-1 years,2,2,2,3,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,25,Female,Married,Kurunegala,No experience,7,2,0,0,Mathematics,2,1,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,21,Female,Single,Kandy,1-2 years,8,0,1,0,Mathematics,3,0,0,0
Bachelor of Technology - Civil Engineering,20,Male,Single,Kandy,More than 3 years,0,9,0,0,Biology,3,0,0,0
Bachelor of Technology - Civil Engineering,21,Male,Married,Nuwara Eliya,0-1 years,7,2,0,0,Mathematics,1,0,0,2
Bachelor of Industrial Studies Honours - Agriculture,20,Male,Single,Gampaha,2-3 years,8,0,0,1,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,20,Female,Single,Colombo,2-3 years,4,5,0,0,Mathematics,1,2,0,0
Bachelor of Technology - Mechatronics Engineering,20,Female,Married,Gampaha,More than 3 years,5,0,3,1,Mathematics,1,0,0,2
Bachelor of Technology - Computer Engineering,25,Female,Single,Kandy,More than 3 years,7,0,0,2,Mathematics,2,1,0,0
Bachelor of Software Engineering Honours,20,Female,Single,Kandy,1-2 years,4,4,1,0,CommerceArts,1,0,2,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,19,Male,Single,Gampaha,1-2 years,4,3,0,2,Mathematics,3,0,0,0
Bachelor of Technology - Mechanical Engineering,26,Male,Single,Colombo,1-2 years,9,0,0,0,Mathematics,2,0,1,0
Bachelor of Technology - Computer Engineering,23,Male,Married,Badulla,0-1 years,2,5,1,1,Mathematics,2,0,1,0
Bachelor of Technology - Computer Engineering,26,Female,Single,Kalutara,1-2 years,9,0,0,0,Mathematics,0,3,0,0
Bachelor of Technology - Civil Engineering,20,Male,Single,Colombo,1-2 years,9,0,0,0,Mathematics,2,0,0,1
Bachelor of Technology - Mechatronics Engineering,25,Male,Single,Gampaha,More than 3 years,5,2,2,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,26,Male,Married,Gampaha,More than 3 years,4,5,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Mechatronics Engineering,23,Male,Married,Kurunegala,0-1 years,3,5,0,1,Mathematics,0,0,2,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,22,Male,Single,Gampaha,No experience,2,2,0,5,CommerceArts,1,0,1,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,23,Male,Married,Kandy,0-1 years,6,3,0,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,20,Female,Married,Galle,More than 3 years,0,6,2,1,Mathematics,2,0,0,1
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,25,Male,Married,Kandy,More than 3 years,7,0,1,1,Mathematics,2,1,0,0
Bachelor of Technology - Mechanical Engineering,25,Female,Single,Colombo,2-3 years,2,3,2,2,Mathematics,1,0,2,0
Bachelor of Software Engineering Honours,25,Male,Single,Kandy,0-1 years,2,0,4,3,Mathematics,0,0,2,1
Bachelor of Software Engineering Honours,23,Male,Single,Gampaha,2-3 years,8,0,0,1,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,23,Male,Single,Matara,0-1 years,1,8,0,0,Mathematics,1,1,1,0
Bachelor of Technology - Electrical Engineering,19,Male,Single,Colombo,No experience,5,1,1,2,Mathematics,2,0,1,0
Bachelor of Technology - Electronic and Communication Engineering,20,Male,Married,Puttalam,No experience,5,1,2,1,Mathematics,1,2,0,0
Bachelor of Technology - Mechatronics Engineering,21,Female,Single,Anuradhapura,More than 3 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Computer Engineering,25,Male,Single,Gampaha,More than 3 years,3,6,0,0,Mathematics,1,0,1,1
Bachelor of Technology - Electrical Engineering,20,Female,Single,Jaffna,More than 3 years,6,1,1,1,Mathematics,0,1,1,1
Bachelor of Technology - Civil Engineering,23,Male,Single,Kandy,0-1 years,2,2,1,4,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours - Agriculture,22,Female,Single,Monaragala,More than 3 years,1,8,0,0,Mathematics,0,3,0,0
Bachelor of Technology - Computer Engineering,25,Male,Single,Badulla,1-2 years,9,0,0,0,CommerceMathematics,0,2,0,1
Bachelor of Industrial Studies Honours – Apparel Production and Management,20,Male,Married,Colombo,2-3 years,6,0,3,0,Mathematics,0,2,1,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,22,Female,Married,Anuradhapura,2-3 years,2,0,2,5,Mathematics,3,0,0,0
